SRR11784031	SRR11784026	SRR11784028	SRR11784030	SRR11784027	SRR11784029	SRR11784032
4250	0	0	0	0	0	0	0
4192	0	9	5	2	11	2	1
8567	6	9	24	48	25	22	39
833	2	11	14	26	8	6	6
5002	3	28	31	47	19	17	45
975	30	43	40	60	61	23	97
54733	0	0	2	5	1	3	9
796	4	8	7	5	13	5	2
9600	9	8	24	42	26	19	47
6207	20	28	22	21	21	21	15
9049	8	24	13	17	12	5	15
4928	2	16	15	22	28	11	12
4728	1	10	13	42	18	9	22
10312	3	7	7	12	4	4	14
1119	24	40	12	52	27	21	27
23086	2	11	15	34	13	35	23
11234	0	9	5	9	6	4	0
2965	0	7	5	10	5	14	12
5450	1	2	0	2	0	0	0
7450	6	15	11	8	37	11	14
5715	0	0	5	0	4	1	6
10536	4	10	1	16	6	3	10
8496	9	40	52	46	54	36	33
969	8	12	16	7	11	21	12
11108	6	16	8	40	19	24	21
9976	9	15	6	12	4	14	12
6404	0	7	3	2	1	3	0
23603	7	38	44	21	26	19	8
41	0	7	3	3	6	8	0
1610	2	7	9	16	17	13	8
65981	4	11	8	13	15	16	19
4891	2	19	17	6	13	23	8
4598	15	45	17	28	29	15	31
10645	5	19	23	13	20	7	21
51411	0	4	2	13	4	2	4
51561	6	18	5	4	9	5	3
506	9	23	52	23	74	27	25
10728	24	29	32	62	35	41	116
605	86	59	77	121	85	82	93
65117	13	19	43	89	25	49	34
1594	0	15	14	15	4	22	24
4618	0	0	0	0	0	0	0
8825	6	21	16	28	13	15	14
3875	12	22	30	27	27	33	36
23371	81	173	144	221	184	168	282
2735	13	28	2	24	5	0	5
57460	2	11	13	32	13	14	23
10988	4	17	17	31	17	11	25
4048	1	6	11	16	6	8	6
2004	49	89	65	68	101	68	26
6539	7	28	22	33	13	23	25
81029	0	6	3	4	0	3	3
59341	7	19	17	27	6	24	21
55846	30	97	48	79	58	55	39
2305	82	155	151	133	67	141	78
11272	0	0	1	0	1	1	0
56341	0	0	0	0	2	1	0
57097	0	4	4	7	3	2	0
10094	2	3	5	7	15	4	3
2251	0	0	0	0	0	0	0
4633	0	0	0	0	0	0	0
10635	0	0	1	0	0	0	0
10019	117	323	186	274	219	175	143
10566	5	6	6	9	7	4	5
54682	0	6	2	0	1	1	2
3736	0	0	0	0	0	0	0
1389	3	9	7	25	18	13	27
80724	0	19	24	24	16	10	12
217	10	15	10	45	37	40	35
1027	7	24	13	10	14	4	25
55507	28	9	11	7	11	10	18
83445	6	18	11	7	6	9	3
6337	33	37	125	143	66	123	158
4055	153	192	392	467	138	360	336
8099	29	42	36	53	49	41	75
4940	1	7	5	31	11	6	12
4939	1	4	2	17	5	1	4
420	37	31	44	21	47	58	24
4256	10	20	32	29	43	33	11
8437	1	2	6	17	16	6	16
397	0	6	8	9	8	13	4
1967	13	61	41	38	43	25	21
81539	4	31	41	67	30	26	27
7421	3	12	12	22	10	26	22
11211	0	3	0	0	0	0	0
5985	90	140	83	89	108	115	42
2054	0	3	5	8	6	7	13
22818	2	3	6	16	14	11	1
55832	2	18	23	19	20	13	17
55801	1	0	0	0	0	2	0
3458	0	0	2	0	0	0	0
5869	15	26	27	31	31	33	13
56890	1	3	3	7	3	1	4
57122	1	10	1	10	3	6	0
4848	20	34	34	34	22	30	20
8914	0	2	3	8	8	4	0
11052	6	17	20	29	18	29	17
11103	48	311	98	89	159	74	42
2597	60	99	158	180	217	155	158
1108	2	25	28	46	15	21	10
50813	1	8	5	16	10	10	13
51147	0	3	2	6	3	6	4
2784	0	2	7	2	4	3	1
83461	14	31	9	22	25	20	15
56994	9	31	10	24	12	17	32
8078	6	5	2	16	19	12	8
7167	14	40	50	58	51	49	58
79158	184	634	645	373	505	564	101
2026	5	27	13	8	10	17	5
1822	58	119	76	340	118	106	479
5777	10	6	1	26	9	10	9
51559	0	2	1	5	4	2	3
339	0	0	0	0	0	0	0
79923	0	0	0	0	0	1	0
51026	0	1	0	1	3	2	0
2998	1	0	1	0	0	1	0
3945	1	1	5	2	2	7	0
5564	23	26	31	33	31	25	38
55907	0	3	4	3	4	1	16
29915	13	9	5	12	5	9	8
6489	0	11	6	11	9	8	2
50856	0	0	0	0	0	0	0
9847	6	11	29	19	17	24	14
57379	0	0	0	0	0	0	0
11021	24	51	25	61	48	25	57
1337	6	7	6	10	5	7	11
55188	2	7	8	11	10	8	8
3820	8	5	14	22	16	30	11
2444	1	16	23	43	13	9	11
29940	339	524	208	244	340	292	490
51389	2	5	8	36	9	16	8
4117	297	616	300	297	288	358	146
55003	2	2	1	2	4	6	4
2651	7	23	25	42	8	21	14
4739	37	107	84	71	72	90	66
8732	0	2	1	2	2	2	2
4121	23	58	61	79	39	52	197
2570	1	0	3	5	1	0	0
57515	2	22	36	55	15	24	11
51020	34	36	23	47	30	48	33
7164	51	27	35	46	23	8	22
23328	7	23	24	68	32	20	81
10090	1	6	6	14	6	1	6
80329	0	0	0	0	2	1	0
26271	1	0	0	3	1	7	4
5467	2	13	12	25	4	12	21
4988	8	28	13	9	8	14	11
2178	1	9	1	5	3	1	3
7287	6	13	6	5	11	2	5
1432	5	7	13	33	9	14	7
6005	0	0	0	0	1	3	0
222658	34	96	61	78	97	46	39
11329	6	14	4	16	18	14	9
29074	0	0	8	3	4	1	2
3605	0	0	0	0	0	1	0
4172	7	9	4	13	9	8	8
9025	1	1	2	13	4	1	2
221692	140	294	335	321	156	187	160
22858	2	0	3	16	5	9	1
26268	16	21	20	31	9	25	20
9308	1	7	7	3	2	6	6
23195	83	181	159	152	121	134	81
2740	0	2	2	2	0	0	0
653	0	1	1	1	1	0	0
60468	0	0	3	4	1	3	11
10486	1	0	4	11	3	2	7
79865	0	0	0	0	0	0	1
26036	7	53	14	41	34	18	17
9532	61	332	61	52	108	47	35
51715	30	177	64	52	69	45	10
9457	0	2	3	10	2	1	0
81491	0	0	0	0	0	1	0
202559	0	2	1	4	0	2	4
26235	0	9	11	17	9	1	5
892	195	421	278	216	282	266	87
59336	0	0	0	0	0	0	0
1871	0	3	6	3	3	7	1
7803	15	25	44	39	32	43	15
10973	10	13	10	11	10	11	4
1297	1	1	1	2	5	5	4
8936	0	2	2	6	3	1	2
2822	72	162	132	122	135	126	118
7915	2	15	16	20	12	15	19
202	117	121	179	200	148	203	102
8876	0	7	5	8	3	4	2
8875	0	5	0	2	0	0	0
51053	0	0	3	1	2	0	0
2070	78	273	145	139	155	263	86
55084	3	24	4	24	9	27	18
7101	0	0	0	0	0	0	0
8724	1	17	13	27	24	14	22
10246	0	1	6	0	3	6	0
10767	0	3	19	13	9	6	3
10475	5	15	16	53	14	17	6
5191	1	0	3	1	0	2	8
9841	1	3	8	15	8	11	4
64065	0	4	0	10	3	1	4
51696	6	15	6	17	13	9	9
57211	1	7	1	13	8	5	3
9749	8	28	24	66	13	15	25
7957	7	11	9	11	11	9	10
81797	0	13	0	0	1	0	0
7922	22	61	44	48	39	56	47
1235	0	0	0	0	0	0	0
54346	0	0	0	0	0	1	0
6582	65	84	107	103	57	166	35
5252	18	28	38	74	40	25	46
51596	3	13	11	11	17	6	14
9444	19	41	30	79	64	33	313
10846	11	20	108	67	21	75	68
4188	0	6	0	4	0	0	0
7942	5	9	7	12	16	8	20
896	2	3	6	7	16	3	15
705	3	7	6	5	28	6	12
6908	1	8	3	3	7	10	4
2979	1	0	0	3	1	0	1
5961	3	10	3	9	15	1	1
5528	69	196	122	147	113	133	59
51069	1	1	5	4	2	2	0
5754	2	18	12	20	22	4	18
6722	3	20	17	28	22	8	32
56940	1	13	4	15	10	4	6
55770	1	5	2	7	10	8	10
1347	1	1	4	5	2	1	2
55754	10	16	26	32	20	17	18
2762	15	14	16	37	12	15	17
26054	5	29	48	75	27	40	57
3617	22	95	60	56	74	84	12
7422	49	102	142	280	120	202	453
8899	11	38	35	62	32	54	31
7272	0	0	0	1	0	0	4
2030	2	8	2	13	8	4	5
8838	0	0	4	2	2	4	0
11120	3	13	10	7	1	8	7
3910	6	52	17	28	31	13	14
55603	1	10	5	6	6	5	1
53405	2	25	22	50	37	47	102
9450	8	15	8	4	9	15	6
10279	1	0	3	0	3	2	1
4224	0	0	0	2	0	0	0
55914	4	28	38	82	32	58	29
23438	0	5	3	2	6	1	4
55722	36	33	51	13	19	65	57
4124	5	24	12	24	6	16	34
9037	11	42	18	60	37	23	36
730	59	127	146	102	228	114	27
2690	6	4	7	13	6	4	15
3157	0	1	7	5	9	8	7
1611	11	11	16	55	27	27	46
8382	0	0	7	0	0	1	1
10902	7	11	7	20	12	16	11
10112	12	38	25	20	20	16	13
23530	46	72	61	60	56	67	82
10884	0	3	4	10	8	13	8
3313	53	85	90	106	126	115	40
23107	5	56	12	20	13	20	14
5201	6	43	45	29	47	26	20
1839	0	6	6	5	1	4	1
4015	15	46	14	6	26	25	5
3003	0	0	0	0	0	2	0
1007	0	7	7	3	1	4	5
10307	8	17	10	23	19	19	17
55374	11	40	29	32	17	16	12
6678	21	113	76	93	116	51	61
3550	72	115	79	91	117	79	126
3156	10	24	24	29	43	14	9
10087	45	83	73	45	62	64	39
9421	0	0	0	0	0	0	0
56130	0	0	5	0	1	0	0
8622	22	43	49	70	31	24	19
57396	3	19	11	18	10	8	7
26762	0	1	4	7	3	7	4
3702	2	3	9	4	16	9	6
55819	4	19	17	24	12	5	36
54974	2	9	2	8	1	0	3
411	4	36	20	37	13	16	26
9685	8	29	31	42	25	23	33
7060	16	22	26	19	7	20	5
57472	3	14	2	9	9	11	9
3593	7	12	3	7	1	16	8
7265	54	130	78	91	75	100	55
4437	6	25	12	53	28	26	33
2566	0	0	0	0	0	0	0
10622	21	26	14	20	40	14	24
1004	14	43	37	39	15	38	14
4001	1	1	0	0	1	1	4
64083	19	14	32	52	26	29	98
10923	0	6	16	9	7	5	18
4883	10	56	69	94	82	63	43
28965	3	29	0	3	2	3	4
6897	0	8	1	5	10	8	3
50805	0	0	0	0	0	0	0
4012	7	13	17	37	29	33	45
5810	11	13	7	13	13	1	2
5618	18	110	164	88	134	169	33
10723	36	119	75	108	59	65	67
3565	0	1	2	2	0	0	4
10111	1	5	3	2	3	1	2
3567	18	51	36	22	49	27	3
7903	0	2	2	1	1	1	1
10007	35	95	70	51	70	79	44
51294	72	204	109	110	131	107	50
9631	100	146	142	116	99	151	67
5515	1	10	2	13	6	4	0
2246	32	86	39	66	40	49	52
2908	1	15	25	22	19	19	23
23398	21	74	41	38	69	51	9
3977	18	53	39	84	63	48	47
373	16	40	15	19	26	14	7
735	0	0	0	3	1	0	0
10802	0	2	6	10	5	6	8
23548	7	38	17	24	18	13	7
5917	2	4	10	5	0	4	1
23286	20	43	75	141	71	43	123
9555	16	139	40	102	36	36	67
1809	5	44	23	18	32	24	7
4090	3	20	14	25	22	15	14
1452	14	17	51	43	20	34	24
5159	15	38	22	91	68	42	46
662	0	1	2	2	0	1	0
8614	0	7	2	6	3	1	4
3274	1	7	1	5	4	5	1
1627	17	24	27	63	35	23	73
1962	4	12	41	35	36	38	13
10051	6	24	18	20	8	16	14
93973	6	29	38	23	33	47	5
51185	120	315	195	184	198	187	35
3827	37	47	114	225	97	189	178
3273	4	5	14	14	24	35	41
604	5	2	9	24	4	16	11
10686	12	7	41	26	33	36	26
942	3	5	6	6	5	2	1
51421	26	26	39	72	64	56	46
56954	47	95	70	70	77	60	27
4968	162	331	195	279	242	252	178
3836	241	460	442	331	368	448	142
5096	163	304	214	167	199	196	95
7337	57	127	210	195	111	254	77
25852	5	20	12	18	20	7	12
80321	2	6	14	22	14	7	2
5947	31	72	65	71	57	71	34
55186	2	7	7	21	19	20	9
9616	0	3	2	10	5	2	1
7029	4	24	24	54	39	38	36
590	0	0	0	3	0	0	0
5276	0	0	0	0	0	0	0
11235	0	4	4	11	5	1	2
79782	1	0	0	0	3	2	0
7474	1	0	0	10	0	0	2
5210	0	0	0	1	3	2	2
1294	6	50	7	59	20	8	40
2257	0	3	0	0	1	3	0
5576	9	19	16	32	21	13	77
3280	8	11	13	35	10	33	25
7375	2	14	9	53	16	16	32
1894	0	0	1	1	1	1	0
2779	0	0	0	0	0	3	0
2771	15	32	35	110	80	38	104
10342	4	9	22	21	15	8	25
3373	21	35	27	23	32	33	27
11334	1	13	2	4	4	1	6
6152	100	228	163	158	156	192	90
11068	31	100	30	39	38	32	67
8087	246	403	460	290	405	456	227
868	4	5	11	27	8	15	18
55081	2	6	7	22	7	9	6
11148	0	1	4	2	0	3	2
84223	12	60	24	43	28	25	16
2632	7	2	5	12	5	6	19
27136	0	0	0	0	0	0	0
7372	1	2	4	5	4	6	2
22916	26	92	62	61	70	57	39
8723	0	12	11	8	10	9	3
23150	7	23	19	33	15	30	11
54946	4	4	13	20	11	5	10
5361	15	16	32	35	30	22	36
523	5	15	28	23	12	21	12
50512	2	5	1	11	6	1	31
7348	4	12	9	13	20	11	1
10675	0	0	2	0	0	0	0
23276	2	3	0	6	5	6	4
22937	30	64	45	95	63	57	66
79825	0	15	2	15	6	7	10
79858	6	51	43	19	32	41	22
11222	2	4	7	13	11	4	9
57088	0	0	9	11	5	9	4
51409	33	116	156	146	111	111	35
1154	2	13	20	49	24	26	19
7867	19	39	40	63	36	46	71
93	3	10	15	40	21	14	24
57599	30	78	61	44	68	39	9
64689	134	318	212	189	269	233	119
51555	43	48	63	55	57	59	25
9136	0	2	3	3	0	2	3
10057	14	11	17	25	11	22	22
13	1	0	0	0	0	0	0
10289	0	6	5	3	16	9	4
54800	10	20	11	31	24	21	17
23007	0	5	0	3	4	1	1
7433	2	8	2	5	3	4	9
6747	2	2	6	17	10	5	6
7134	3	0	0	1	2	2	0
4820	54	239	138	194	155	120	91
1181	10	64	36	49	42	24	39
1981	33	66	87	166	112	95	107
28972	63	101	64	92	107	64	68
6787	46	87	54	124	65	68	40
6508	1	1	8	5	5	1	27
8745	0	3	1	2	0	0	1
1716	1	2	7	0	2	6	4
81562	0	3	4	3	3	3	0
3552	0	9	8	2	4	9	4
6364	0	1	0	0	0	0	0
51011	4	4	3	8	3	4	3
4691	28	72	116	174	139	145	262
10120	4	6	8	21	12	8	7
7535	1	7	1	6	1	3	1
10096	5	17	12	25	19	25	30
55240	3	16	12	3	12	5	5
57669	14	53	43	46	37	36	26
29842	15	26	101	118	68	106	145
9540	34	73	32	66	51	45	60
5443	0	0	2	0	0	1	0
10254	2	7	13	13	13	10	13
9381	0	1	0	0	0	0	1
1058	0	0	0	0	0	0	0
90	1	8	14	11	21	17	20
7781	0	1	0	1	0	1	0
4358	3	9	5	19	10	17	5
2976	0	7	23	14	21	21	14
8890	37	74	55	78	58	77	52
29959	7	19	10	34	23	23	19
3694	0	8	5	6	4	2	4
64838	0	1	1	1	1	0	0
3676	88	150	132	119	136	205	73
10213	2	7	3	9	2	1	0
9784	29	47	49	51	32	45	46
5496	23	10	12	28	23	12	19
5136	5	4	18	35	7	11	12
2641	0	0	0	0	0	1	0
10297	62	160	78	139	107	89	93
64135	2	6	7	13	12	6	6
6209	12	23	25	38	49	20	65
25801	0	5	4	0	3	7	0
64427	4	42	25	26	19	29	9
374291	22	101	40	88	60	71	61
84759	7	25	14	21	16	30	12
2888	5	16	8	16	2	6	5
79745	0	6	9	14	3	2	10
3196	0	0	0	0	0	0	0
6711	146	335	371	717	504	427	502
550	12	17	14	35	15	17	19
57142	22	74	29	106	43	34	324
27429	20	73	17	23	20	23	46
1796	3	40	7	8	7	4	11
2591	0	2	6	9	2	0	5
6869	38	133	63	56	55	82	24
55704	148	217	234	217	250	197	65
33	38	46	55	53	40	46	47
9801	111	237	177	171	136	165	50
10314	5	9	20	11	16	25	5
2202	7	18	15	19	23	8	9
5967	0	0	0	0	0	0	0
2335	128	342	375	241	488	253	112
6772	455	996	860	726	957	1187	334
2744	50	206	156	196	221	176	102
64895	0	2	9	5	0	1	1
55825	3	8	20	17	8	24	5
25972	0	12	5	8	11	3	9
3485	7	19	14	23	22	9	31
3488	229	380	339	1941	657	497	645
9736	329	791	936	664	920	971	354
80303	9	36	61	92	35	55	107
3769	180	355	281	165	236	361	87
10575	1	21	17	15	23	15	12
2677	206	836	677	462	690	662	337
23301	7	14	15	44	18	27	24
10190	65	39	28	40	57	33	24
80219	1	0	1	3	2	3	3
10578	0	2	0	0	0	0	0
23451	8	41	49	67	45	58	37
8869	24	47	46	35	33	37	23
9486	1	3	1	3	5	0	4
79031	0	6	0	0	0	1	2
3336	1	1	1	5	4	2	4
51652	1	10	11	16	10	7	4
7701	63	238	172	267	104	266	120
7850	0	0	0	0	1	2	6
3554	7	23	9	25	16	9	11
7475	6	6	13	20	8	2	21
8808	0	1	0	5	0	0	1
9173	0	18	9	5	3	10	11
8809	0	3	0	1	2	1	1
8807	1	9	3	0	2	2	3
6549	1	1	6	3	6	8	1
2274	27	41	23	28	45	17	15
79083	1	5	2	9	5	9	3
80146	9	5	24	25	22	12	19
10058	0	7	2	2	2	1	5
8576	7	22	11	17	23	14	24
60482	0	1	0	0	2	0	4
3069	148	285	229	374	199	237	183
5510	4	22	18	19	19	7	17
23178	4	13	13	18	11	11	6
10494	105	200	111	174	119	110	125
7173	0	2	2	2	0	1	0
5624	11	36	31	36	29	31	25
3398	14	10	13	17	13	15	16
9014	1	8	1	2	2	2	7
3241	6	13	11	29	12	12	33
4953	0	4	8	7	15	6	7
79954	3	2	5	25	4	11	5
55041	5	11	14	34	32	17	16
26003	4	5	12	21	11	7	10
10153	122	256	159	104	155	172	40
23683	108	317	257	181	206	252	85
25797	0	0	0	0	1	0	0
22930	9	42	37	56	34	26	22
8604	6	41	42	20	21	39	5
1746	0	0	0	0	0	0	0
3938	1	5	7	6	2	5	3
1615	4	4	10	5	17	11	17
6382	25	61	56	71	58	39	126
6509	64	163	47	102	84	98	48
8942	1	4	3	6	1	3	1
7456	3	23	17	44	22	10	10
9167	2	15	4	5	12	10	5
56902	9	12	11	4	12	8	6
5341	0	0	0	0	1	1	1
390	2	4	2	8	2	4	4
1386	1	6	8	17	13	6	7
63892	7	36	21	39	17	35	20
22848	20	53	76	110	86	54	51
66008	2	16	12	48	19	20	23
7072	5	17	12	30	13	20	16
51449	8	35	68	57	42	48	19
2034	85	156	123	284	199	130	202
1820	11	16	15	25	6	18	24
7341	1	10	11	9	11	2	6
50489	0	1	0	1	0	0	0
25806	1	0	2	0	0	5	0
525	0	5	1	6	1	2	3
4780	1388	3028	1926	1659	1871	2167	809
2956	429	917	615	540	631	677	200
6697	2	1	0	14	5	2	0
2043	1	4	10	9	10	9	3
7840	1	25	24	50	22	39	18
607	78	119	147	178	99	109	114
5396	8	6	7	4	11	7	1
1718	10	13	24	29	21	24	11
23341	178	658	823	560	525	1025	204
4139	0	7	1	4	0	3	6
79906	2	3	13	24	8	12	7
2882	2	34	3	5	4	0	2
27101	60	123	97	83	83	66	42
6342	7	24	18	22	40	41	19
60676	0	14	10	10	26	8	7
55103	2	7	6	5	7	9	6
9917	4	2	13	36	14	16	18
9528	5	5	32	48	21	8	22
115353	0	3	4	4	2	2	0
7827	5	29	20	33	24	26	150
23463	68	63	127	106	88	99	63
6146	25	32	27	46	12	18	52
26038	2	2	4	3	2	1	4
5768	8	6	4	19	11	6	22
6814	1	14	14	21	13	13	3
11315	2	4	8	9	12	21	11
57535	3	1	4	4	4	2	2
4985	3	1	8	0	1	3	1
271	5	5	4	36	13	6	11
51102	2	14	7	12	5	7	2
3749	25	50	48	92	53	71	92
80267	0	6	5	29	9	11	10
79084	0	2	0	11	2	0	1
515	11	29	28	30	25	37	32
5906	8	26	5	52	15	5	22
3065	10	29	23	41	25	21	25
829	2	7	3	17	15	6	3
64766	9	10	7	19	9	11	21
10067	6	7	3	12	7	3	6
55223	34	76	42	92	40	51	59
55870	29	99	94	197	87	115	118
6421	73	139	129	210	105	129	188
9181	11	20	14	36	23	27	26
4209	5	26	37	74	18	35	44
6723	1	1	3	9	3	5	6
26232	12	17	3	15	5	7	5
9829	2	3	4	6	6	2	21
3953	4	1	4	17	4	0	0
10625	10	37	64	96	68	62	29
9927	8	10	18	27	23	11	19
9887	11	11	23	69	12	33	43
4688	9	15	21	6	8	7	10
5132	29	34	26	14	35	51	23
23169	1	5	6	8	2	7	7
5321	3	1	0	2	4	0	0
1647	1	9	28	22	18	23	54
7799	7	28	13	72	28	26	51
5997	2	13	1	2	6	9	2
6121	0	0	0	0	0	0	0
6738	31	73	50	58	81	57	26
270	0	0	0	1	0	1	0
51377	29	67	30	39	47	31	43
10286	1	2	2	4	2	3	1
1491	0	1	2	5	1	3	0
56944	2	10	5	1	15	6	0
51086	0	0	0	0	0	0	0
23207	7	42	99	43	29	42	59
1429	6	27	18	22	27	29	24
10745	11	21	28	31	24	12	11
7709	21	41	25	25	21	16	27
965	0	10	2	2	8	1	0
914	0	0	0	0	2	0	0
8458	5	11	14	5	6	3	5
2494	0	1	4	2	0	0	0
23046	0	3	1	6	7	6	7
55700	25	30	37	87	55	26	99
10352	20	41	16	21	6	22	23
51179	0	20	27	44	21	55	16
64960	3	2	16	6	9	4	3
8443	1	1	8	10	5	7	3
7257	2	6	4	10	0	9	6
64121	5	2	5	3	1	1	6
4811	12	30	21	43	32	21	18
3964	149	371	283	171	217	218	108
51440	0	9	7	4	4	3	4
4548	9	52	89	153	74	89	75
656	21	65	47	60	52	50	35
6018	4	1	4	6	7	17	12
8564	114	124	111	74	117	136	54
9132	0	5	0	3	5	0	9
9783	0	0	0	6	4	0	2
10000	47	76	79	129	96	68	52
2117	3	8	2	16	10	6	8
34	7	16	29	33	23	13	23
81849	0	1	1	1	1	0	5
6504	0	3	0	0	1	1	1
962	1	4	2	4	8	0	0
23266	4	33	37	19	17	26	13
11240	1	1	6	15	12	7	35
4237	1	3	2	1	0	2	1
6675	1	6	1	10	5	3	4
81569	0	0	0	0	0	0	0
1486	9	15	6	8	10	21	4
5999	7	3	8	7	2	3	1
59349	1	6	9	8	5	5	1
117178	3	0	3	14	12	9	7
26279	0	0	0	0	0	0	0
5929	2	7	3	15	3	6	5
2633	4	17	14	11	8	14	4
57576	0	7	0	4	2	1	0
8934	0	7	19	43	18	24	17
11126	60	104	93	69	98	72	43
1889	7	33	29	37	31	21	48
3155	2	3	14	16	7	15	9
2582	6	16	13	26	14	12	21
3399	4	6	11	17	9	11	17
1380	0	0	0	1	1	2	0
4179	71	70	103	117	128	91	62
9129	2	9	19	20	13	15	17
51107	9	11	12	20	10	18	23
64175	1	2	3	10	4	5	5
6513	22	16	27	13	17	21	11
10969	5	22	25	28	11	40	16
991	0	7	3	8	2	3	1
4352	17	25	23	57	29	26	20
9048	1	2	1	8	4	5	7
9670	0	7	9	21	16	7	16
8704	2	17	9	28	17	14	9
8643	1	6	1	3	6	7	0
10327	4	6	4	16	12	22	8
5052	16	25	24	31	32	30	15
8503	5	12	12	26	15	22	3
10103	10	24	27	34	33	25	15
8548	5	8	14	10	12	1	3
10560	3	4	6	4	7	9	9
2166	0	8	8	20	6	12	10
50999	26	84	46	68	71	32	16
1810	1	6	11	14	9	15	5
1266	23	37	41	66	69	55	70
2152	1	8	4	4	3	5	10
5825	0	15	17	17	12	7	6
8674	15	20	35	30	67	45	2
51611	5	37	24	6	10	18	9
356	0	0	0	0	0	0	0
58155	2	14	15	19	5	13	9
7292	0	0	0	0	1	0	2
9588	1	7	15	17	15	18	24
55157	38	140	94	87	104	78	36
3290	10	12	19	12	21	16	12
9890	0	6	1	3	0	2	0
462	1	9	1	0	4	4	2
11123	3	15	9	25	12	10	8
25949	2	10	2	14	11	5	3
23443	11	12	24	26	10	21	7
55758	8	25	15	30	5	12	11
3925	4	11	20	9	4	15	9
57134	25	28	40	108	61	35	100
4751	0	0	0	0	0	0	0
6195	0	6	5	13	15	13	22
79947	107	217	128	192	150	143	100
29937	3	5	4	6	12	2	3
25936	2	19	8	23	7	9	3
8289	46	79	100	226	63	107	196
1063	0	7	1	3	1	1	0
6118	0	9	17	11	7	5	3
5511	7	4	5	1	14	5	12
23673	0	11	6	16	3	11	4
54996	7	24	16	14	28	29	17
114883	28	93	68	95	92	55	44
10849	111	192	116	139	132	106	234
5955	0	3	8	18	3	1	14
1143	0	0	0	1	0	0	0
1509	35	34	59	203	93	85	139
78989	0	18	6	20	10	23	12
10274	39	72	68	89	60	57	24
51146	33	56	86	72	92	44	29
6794	20	38	20	70	36	32	137
11181	224	418	264	363	390	223	200
4317	0	0	0	0	0	0	0
335	0	0	0	0	0	0	1
6543	0	0	0	0	0	2	0
11133	0	0	2	1	0	2	1
6230	64	103	109	133	136	183	70
9928	0	0	1	1	0	1	0
7139	0	4	4	1	0	2	0
23271	9	32	15	34	16	18	20
22926	2	9	16	17	26	23	20
1421	0	0	0	0	0	0	0
7141	0	10	1	0	1	1	0
22868	4	16	7	10	6	2	6
8828	5	6	19	6	14	6	4
1385	118	214	197	205	157	148	70
8609	6	12	18	32	28	19	26
7276	1	2	0	0	0	0	1
9331	3	0	5	11	2	3	2
23632	13	42	28	31	27	14	13
55259	1	1	3	9	1	3	0
4033	31	57	53	53	60	78	21
23120	1	8	4	7	5	6	1
9789	0	3	8	0	11	5	0
6785	0	1	1	0	1	1	0
9994	1	11	9	28	8	9	9
9324	4	19	18	20	14	23	15
1268	0	3	2	0	1	3	0
81833	15	31	23	35	6	33	8
23469	12	72	81	216	66	109	39
5325	3	20	10	8	16	6	14
9465	1	5	4	3	4	2	1
10981	1	5	2	0	2	1	2
4602	0	0	0	0	0	0	0
64577	0	9	17	12	11	16	15
81847	9	47	22	20	35	15	12
1490	22	60	47	93	40	55	142
6943	3	33	7	61	36	12	35
83449	26	44	28	47	56	22	26
26234	4	32	20	18	40	24	10
80306	43	22	32	56	32	32	24
9194	3	11	33	60	17	16	18
10329	6	8	11	4	9	10	11
80264	0	0	1	3	1	0	4
8673	1	9	4	25	10	7	12
64858	8	29	8	8	3	9	17
2309	6	8	15	53	24	26	142
2691	2	0	0	0	0	1	0
6185	11	24	21	14	31	19	34
60436	8	15	22	43	11	11	18
5311	20	38	30	65	29	23	71
9429	2	4	2	0	0	1	1
6696	21	114	120	100	138	129	63
10983	34	204	119	139	109	87	126
5918	23	51	34	34	58	54	25
64747	0	8	7	4	7	6	6
25782	4	13	34	16	26	22	18
5493	88	166	203	247	176	144	107
29855	116	103	66	160	87	72	100
11278	1	15	10	51	18	13	16
27253	2	7	1	7	1	5	3
64342	4	10	7	18	14	13	17
894	2	27	12	25	15	5	2
8074	0	0	0	0	0	0	0
22936	2	14	20	12	17	10	19
56171	4	11	14	15	21	15	6
57404	4	17	25	69	22	15	24
4709	13	43	16	14	19	26	24
9330	3	35	26	32	20	30	18
23314	6	23	15	25	26	19	23
7320	12	17	23	12	13	20	10
140803	0	8	3	4	3	18	13
687	29	71	88	74	75	102	156
9414	6	9	6	17	5	4	19
9270	614	755	952	575	814	971	263
80235	5	7	2	1	1	10	4
205564	0	6	2	15	12	9	6
80212	11	19	21	73	43	45	41
55127	296	551	443	471	419	547	134
9991	3	9	27	55	29	23	11
5887	3	14	22	74	29	20	50
23307	53	199	116	117	151	182	192
8727	7	21	11	18	12	19	7
6418	61	127	93	191	145	85	346
51552	1	26	12	15	13	15	23
22954	67	76	102	121	38	85	50
26190	0	9	9	17	5	13	12
54836	4	3	3	2	9	5	13
5537	2	2	4	4	11	9	5
4702	1	1	3	1	5	2	5
81932	3	18	8	30	12	19	23
84263	30	56	62	48	82	60	20
79109	18	56	66	99	35	106	37
8013	17	20	36	40	30	48	8
27130	36	65	37	54	54	34	24
79695	0	1	2	4	0	0	1
57706	23	102	35	73	64	77	108
9525	7	10	16	27	7	20	9
9480	0	0	0	0	0	0	1
56252	11	44	49	121	39	57	74
51077	0	7	3	8	4	2	8
5228	0	3	0	3	2	2	3
91754	38	43	51	75	32	39	45
97	3	14	15	12	5	2	10
10577	16	36	21	14	27	28	40
